"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"239","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/239","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:21 @ 099b1c25",""
"240","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/240","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:39 @ 099b1c25",""
"241","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/241","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:24 @ 099b1c25",""
"242","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/242","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:30 @ 099b1c25",""
"243","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/243","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:36 @ 099b1c25",""
"244","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/244","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:33 @ 099b1c25",""
"245","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/245","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Blog/Index.cshtml:22 @ 099b1c25",""
"246","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/246","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:42 @ 099b1c25",""
"247","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/247","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:21 @ 099b1c25",""
"248","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/248","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:39 @ 099b1c25",""
"249","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/249","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:24 @ 099b1c25",""
"250","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/250","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:30 @ 099b1c25",""
"251","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/251","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:36 @ 099b1c25",""
"252","active","Cross-site scripting (cs/web/xss)","code","CodeQL","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-01-24T15:10:11Z","2024-01-24T15:10:11Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/d12ac495-ba94-463e-afa3-7b04620e27e8/alerts/252","octodemo-felickz","csharp-synthetics","WebGoat.NET7","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:33 @ 099b1c25",""
"253","active",".NET Information Disclosure Vulnerability (CVE-2022-41064)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-8g2p-5pqh-5jmc","GHSA-8g2p-5pqh-5jmc","'WebGoat.NET.csproj' contains a reference to an insecure NuGet package 'system.data.sqlclient 4.8.3'.  Recommendation: Upgrade System.Data.SqlClient from 4.8.3 to 4.8.5 to fix the vulnerability.","","medium","2024-02-07T19:32:05Z","2024-02-07T19:32:05Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/253","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master","NuGet","s/WebGoat.NET/WebGoat.NET.csproj @ 8a3c0644","system.data.sqlclient 4.8.3"
"254","active","Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass (CVE-2024-0056)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-98g6-xh36-x2p7","GHSA-98g6-xh36-x2p7","'WebGoat.NET.csproj' contains a reference to an insecure NuGet package 'system.data.sqlclient 4.8.3'.  Recommendation: Upgrade System.Data.SqlClient from 4.8.3 to 4.8.6 to fix the vulnerability.","","high","2024-02-07T19:32:05Z","2024-02-07T19:32:05Z","","",,"30","17","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/254","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master","NuGet","s/WebGoat.NET/WebGoat.NET.csproj @ 8a3c0644","system.data.sqlclient 4.8.3"
"255","active","Exposure of private information (cs/exposure-of-sensitive-information)","code","CodeQL","cs/exposure-of-sensitive-information","cs/exposure-of-sensitive-information","If private information is written to an external location, it may be accessible by unauthorized persons.","security,external/cwe/cwe-359","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/255","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Models/CreditCard.cs:179 @ 8a3c0644",""
"256","active","SQL query built from stored user-controlled sources (cs/second-order-sql-injection)","code","CodeQL","cs/second-order-sql-injection","cs/second-order-sql-injection","Building a SQL query from stored user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","security,external/cwe/cwe-089","high","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"30","17","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/256","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Data/OrderRepository.cs:80 @ 8a3c0644",""
"257","active","SQL query built from stored user-controlled sources (cs/second-order-sql-injection)","code","CodeQL","cs/second-order-sql-injection","cs/second-order-sql-injection","Building a SQL query from stored user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","security,external/cwe/cwe-089","high","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"30","17","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/257","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Data/OrderRepository.cs:49 @ 8a3c0644",""
"258","active","SQL query built from user-controlled sources (cs/sql-injection)","code","CodeQL","cs/sql-injection","cs/sql-injection","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","security,external/cwe/cwe-089","high","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"30","17","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/258","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Data/OrderRepository.cs:49 @ 8a3c0644",""
"259","active","Unsafe deserializer (cs/unsafe-deserialization)","code","CodeQL","cs/unsafe-deserialization","cs/unsafe-deserialization","Calling an unsafe deserializer with data controlled by an attacker can lead to denial of service and other security problems.","security,external/cwe/cwe-502","critical","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"7","40","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/259","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Utils/SessionExtensions.cs:37 @ 8a3c0644",""
"260","active","'HttpOnly' attribute is not set to true (cs/web/cookie-httponly-not-set)","code","CodeQL","cs/web/cookie-httponly-not-set","cs/web/cookie-httponly-not-set","Omitting the 'HttpOnly' attribute for security sensitive data allows malicious JavaScript to steal it in case of XSS vulnerability. Always set 'HttpOnly' to 'true' to authentication related cookie to make it not accessible by JavaScript.","security,experimental,external/cwe/cwe-1004","warning","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/260","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Startup.cs:108 @ 8a3c0644",""
"261","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/261","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Blog/Index.cshtml:22 @ 8a3c0644",""
"262","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/262","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Checkout/PackageTracking.cshtml:48 @ 8a3c0644",""
"263","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/263","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Checkout/PackageTracking.cshtml:49 @ 8a3c0644",""
"264","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/264","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:42 @ 8a3c0644",""
"265","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/265","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:21 @ 8a3c0644",""
"266","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/266","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:39 @ 8a3c0644",""
"267","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/267","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:24 @ 8a3c0644",""
"268","active","Stored cross-site scripting (cs/web/stored-xss)","code","CodeQL","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2024-02-07T19:34:51Z","2024-02-07T19:34:51Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/591ab504-3e56-4a7e-b3f8-81c551d54a7b/alerts/268","octodemo-felickz","csharp-synthetics","WebGoat.NET46","refs/heads/master",,"WebGoat.NET/Views/Account/ChangeAccountInfo.cshtml:30 @ 8a3c0644",""
