"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","Dismissal Message","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Dependency Type","Location Paths","Logical Paths"
"452","active","Django denial-of-service attack in the intcomma template filter (CVE-2024-24680)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-xxj9-f6rv-m3x4","GHSA-xxj9-f6rv-m3x4","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 3.2.24 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/452?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"453","active","Creating an ASP.NET debug binary may reveal sensitive information (cs/web/debug-binary)","code","CodeQL","cs/web/debug-binary","cs/web/debug-binary","ASP.NET projects should not produce debug binaries when deploying to production as debug builds provide additional information useful to a malicious attacker.","security,maintainability,frameworks/asp.net,external/cwe/cwe-11,external/cwe/cwe-532","high","2024-02-29T18:27:01Z","2024-02-29T18:27:01Z","","",,,"30","242","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/50c3d0c9-ed66-417d-a326-c9f2140729b0/alerts/453?branch=refs/heads/master","octodemo-felickz","test-cases","MVCSampleProject","refs/heads/master",,,"bin/MVCSampleProject.dll.config:14 @ c71547fa",""
"454","active","Missing X-Frame-Options HTTP header (cs/web/missing-x-frame-options)","code","CodeQL","cs/web/missing-x-frame-options","cs/web/missing-x-frame-options","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","security,external/cwe/cwe-451,external/cwe/cwe-829","high","2024-02-29T18:27:01Z","2024-02-29T18:27:01Z","","",,,"30","242","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/50c3d0c9-ed66-417d-a326-c9f2140729b0/alerts/454?branch=refs/heads/master","octodemo-felickz","test-cases","MVCSampleProject","refs/heads/master",,,"Views/Web.config:1 @ c71547fa",""
"455","active","Missing X-Frame-Options HTTP header (cs/web/missing-x-frame-options)","code","CodeQL","cs/web/missing-x-frame-options","cs/web/missing-x-frame-options","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","security,external/cwe/cwe-451,external/cwe/cwe-829","high","2024-02-29T18:27:01Z","2024-02-29T18:27:01Z","","",,,"30","242","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/50c3d0c9-ed66-417d-a326-c9f2140729b0/alerts/455?branch=refs/heads/master","octodemo-felickz","test-cases","MVCSampleProject","refs/heads/master",,,"Web.config:1 @ c71547fa",""
"456","active","Microsoft ASP.NET Core project templates vulnerable to denial of service (CVE-2024-21319)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-59j7-ghrg-fj52","GHSA-59j7-ghrg-fj52","'dvcsharp-core-api.csproj' contains a reference to an insecure NuGet package 'system.identitymodel.tokens.jwt 5.2.2'.  Recommendation: Upgrade System.IdentityModel.Tokens.Jwt from 5.2.2 to 5.7.0 to fix the vulnerability.","","medium","2024-11-05T16:08:13Z","2024-11-05T16:08:13Z","","",,,"90","181","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/28e46abb-f2e7-4038-8495-7429d1c97c95/alerts/456?branch=refs/heads/master","octodemo-felickz","csharp-synthetics","dvcsharp-api","refs/heads/master","NuGet","Transitive","dvcsharp-core-api.csproj @ b2c2eca6","microsoft.aspnetcore.all 2.0.5(root),system.identitymodel.tokens.jwt 5.2.2(root),system.identitymodel.tokens.jwt 5.2.2"
"457","fixed","Microsoft Identity Denial of service vulnerability (CVE-2024-21319)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-8g9c-28fc-mcx2","GHSA-8g9c-28fc-mcx2","'dvcsharp-core-api.csproj' contains a reference to an insecure NuGet package 'system.identitymodel.tokens.jwt 5.2.2'.  Recommendation: Upgrade System.IdentityModel.Tokens.Jwt from 5.2.2 to 5.7.0 to fix the vulnerability.","","medium","2024-03-01T22:16:17Z","2024-03-01T22:16:17Z","2024-11-05T16:08:13Z","",,,"90","0","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/28e46abb-f2e7-4038-8495-7429d1c97c95/alerts/457?branch=refs/heads/master","octodemo-felickz","csharp-synthetics","dvcsharp-api","refs/heads/master","NuGet","Direct","","system.identitymodel.tokens.jwt 5.2.2"
"458","active","Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass  (CVE-2024-0056)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-98g6-xh36-x2p7","GHSA-98g6-xh36-x2p7","'dvcsharp-core-api.csproj' contains a reference to an insecure NuGet package 'system.data.sqlclient 4.4.3'.  Recommendation: Upgrade System.Data.SqlClient from 4.4.3 to 4.8.6 to fix the vulnerability.","","high","2024-11-05T16:08:13Z","2024-11-05T16:08:13Z","","",,,"30","241","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/28e46abb-f2e7-4038-8495-7429d1c97c95/alerts/458?branch=refs/heads/master","octodemo-felickz","csharp-synthetics","dvcsharp-api","refs/heads/master","NuGet","Transitive","dvcsharp-core-api.csproj @ b2c2eca6","microsoft.aspnetcore.all 2.0.5(root),microsoft.entityframeworkcore.sqlserver 2.0.2(root),system.data.sqlclient 4.4.3"
"459","active",".NET Information Disclosure Vulnerability (CVE-2022-34716)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-vh55-786g-wjwj","GHSA-vh55-786g-wjwj","'dvcsharp-core-api.csproj' contains a reference to an insecure NuGet package 'system.security.cryptography.xml 4.4.0'.  Recommendation: Upgrade System.Security.Cryptography.Xml from 4.4.0 to 4.7.1 to fix the vulnerability.","","medium","2024-11-05T16:08:13Z","2024-11-05T16:08:13Z","","",,,"90","181","https://dev.azure.com/octodemo-felickz/8fbc37c7-2ed6-4b1a-b8fb-8b2b0e4f7008/_git/28e46abb-f2e7-4038-8495-7429d1c97c95/alerts/459?branch=refs/heads/master","octodemo-felickz","csharp-synthetics","dvcsharp-api","refs/heads/master","NuGet","Transitive","dvcsharp-core-api.csproj @ b2c2eca6","microsoft.aspnetcore.all 2.0.5(root),system.security.cryptography.xml 4.4.0"
"460","active","Code injection (js/code-injection)","code","CodeQL","js/code-injection","js/code-injection","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.","security,external/cwe/cwe-094,external/cwe/cwe-095,external/cwe/cwe-079,external/cwe/cwe-116","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/460?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"routes/showProductReviews.ts:34 @ 87067457,routes/showProductReviews.ts:34 @ dd6f7f8a",""
"461","active","Code injection (js/code-injection)","code","CodeQL","js/code-injection","js/code-injection","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.","security,external/cwe/cwe-094,external/cwe/cwe-095,external/cwe/cwe-079,external/cwe/cwe-116","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/461?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"routes/trackOrder.ts:18 @ 87067457,routes/trackOrder.ts:18 @ dd6f7f8a",""
"462","active","Potential file system race condition (js/file-system-race)","code","CodeQL","js/file-system-race","js/file-system-race","Separately checking the state of a file before operating on it may allow an attacker to modify the file between the two operations.","security,external/cwe/cwe-367","high","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"30","235","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/462?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"lib/codingChallenges.ts:29 @ 87067457,lib/codingChallenges.ts:29 @ dd6f7f8a",""
"463","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/463?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"models/index.ts:31 @ 87067457,models/index.ts:31 @ dd6f7f8a",""
"464","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/464?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/api/passwordApiSpec.ts:81 @ 87067457,test/api/passwordApiSpec.ts:81 @ dd6f7f8a",""
"465","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/465?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/server/verifySpec.ts:263 @ 87067457,test/server/verifySpec.ts:263 @ dd6f7f8a",""
"466","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/466?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/server/verifySpec.ts:275 @ 87067457,test/server/verifySpec.ts:275 @ dd6f7f8a",""
"467","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/467?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/server/verifySpec.ts:297 @ 87067457,test/server/verifySpec.ts:297 @ dd6f7f8a",""
"468","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/468?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/server/verifySpec.ts:309 @ 87067457,test/server/verifySpec.ts:309 @ dd6f7f8a",""
"469","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/469?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"server.ts:266 @ 87067457,server.ts:266 @ dd6f7f8a",""
"470","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/470?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"lib/insecurity.ts:44 @ 87067457,lib/insecurity.ts:44 @ dd6f7f8a",""
"471","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/471?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"lib/insecurity.ts:23 @ 87067457,lib/insecurity.ts:23 @ dd6f7f8a",""
"472","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/472?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/api/2faSpec.ts:149 @ dd6f7f8a",""
"473","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/473?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/api/userApiSpec.ts:317 @ 87067457,test/api/userApiSpec.ts:317 @ dd6f7f8a",""
"474","active","Hard-coded credentials (js/hardcoded-credentials)","code","CodeQL","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","critical","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"7","258","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/474?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"test/api/userApiSpec.ts:308 @ 87067457,test/api/userApiSpec.ts:308 @ dd6f7f8a",""
"475","active","Network data written to file (js/http-to-file-access)","code","CodeQL","js/http-to-file-access","js/http-to-file-access","Writing network data directly to the file system allows arbitrary file upload and might indicate a backdoor.","security,external/cwe/cwe-912,external/cwe/cwe-434","medium","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"90","175","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/475?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"routes/profileImageFileUpload.ts:31 @ 87067457,routes/profileImageFileUpload.ts:31 @ dd6f7f8a",""
"476","active","Network data written to file (js/http-to-file-access)","code","CodeQL","js/http-to-file-access","js/http-to-file-access","Writing network data directly to the file system allows arbitrary file upload and might indicate a backdoor.","security,external/cwe/cwe-912,external/cwe/cwe-434","medium","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"90","175","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/476?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"routes/fileUpload.ts:32 @ 87067457,routes/fileUpload.ts:32 @ dd6f7f8a",""
"477","active","Incomplete string escaping or encoding (js/incomplete-sanitization)","code","CodeQL","js/incomplete-sanitization","js/incomplete-sanitization","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","correctness,security,external/cwe/cwe-020,external/cwe/cwe-080,external/cwe/cwe-116","high","2024-09-17T17:20:30Z","2024-09-17T17:20:30Z","","",,,"30","235","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/477?branch=refs/heads/master","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,,"lib/utils.ts:55 @ 87067457,lib/utils.ts:55 @ dd6f7f8a",""
